shed_code,shed_name,park_code,manager_code,manager_name,assignment_source,source_ref,confidence,needs_review,manager_role,backup_manager_code,backup_manager_name,backup_role,backup_source_ref,goat_count,notes
CPT_SHED_GODEL_1_PART_1,Godel 1 - Part 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_1_PART_3,Godel 1 - Part 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_1_PART_4,Godel 1 - Part 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,21,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_2,Godel 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,7,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_2_PART_1,Godel 2 - Part 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_2_PART_3,Godel 2 - Part 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_GODEL_2_PART_4,Godel 2 - Part 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_HO_CHI_MINH_1,Ho Chi Minh 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,19,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_HO_CHI_MINH_2,Ho Chi Minh 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1,Mandela 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,19,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_1,Mandela 1 - Part 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_10,Mandela 1 - Part 10,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_2,Mandela 1 - Part 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,7,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_3,Mandela 1 - Part 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,9,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_4,Mandela 1 - Part 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_5,Mandela 1 - Part 5,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_6,Mandela 1 - Part 6,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_7,Mandela 1 - Part 7,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_8,Mandela 1 - Part 8,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_1_PART_9,Mandela 1 - Part 9,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,4,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2,Mandela 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,21,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_1,Mandela 2 - Part 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_2,Mandela 2 - Part 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_3,Mandela 2 - Part 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_4,Mandela 2 - Part 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_5,Mandela 2 - Part 5,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,1,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_6,Mandela 2 - Part 6,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_7,Mandela 2 - Part 7,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,18,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_8,Mandela 2 - Part 8,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,3,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_MANDELA_2_PART_9,Mandela 2 - Part 9,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,21,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_NEW_YASHODA,New Yashoda,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_OLD_YASHODA,Old Yashoda,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_OLD_YASHODA_4,Old Yashoda 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,5,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_OLD_YASHODA_5,Old Yashoda 5,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,6,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_YASHODA_1,Yashoda 1,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,8,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_YASHODA_2,Yashoda 2,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,50,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_YASHODA_3,Yashoda 3,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,2,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
CPT_SHED_YASHODA_4,Yashoda 4,CPT,HRMS-JUN26-013,Fixture Staff 013,reviewed,synthetic sanitized fixture roster,reviewed_source_overlay,false,Preventive Care Manager,HRMS-JUN26-016,Fixture Staff 016,Backup Manager,synthetic sanitized fixture roster,94,Synthetic shed ownership fixture; manager and backup resolve through committed roster.
